Code	Municipio	Depto	Censo electoral 	Participación/Total votación 	Abstención	Ganador	Votos Válidos (departamental)	Alianza Verde	Cambio Radical	Centro Democrático	Partido Conservador	FARC	Partido Liberal	Opción Ciudadana	MIRA	Polo Democrático Alternativo	Partido de la U	Somos	Unión Patriótica	MAIS	AICO	ASI	GSC Colombia Justa Libres	GSC Movimiento de Integración Regional	Todos Somos Colombia	Coalición Verde-Polo	Coalición Verde-Polo-UP	Coalición Verde-Polo-ASI	Coalición ASI-Verde-UP	Coalición Lista de la Decencia (ASI-UP-MAIS)	Coalición Lista de la Decencia (UP-MAIS)	Voto en Blanco 	Ganador 	Votos Válidos (Indigena)	ANICOL	Autoridad Tradicional Casiyouren	Fundación Taita Zipa	MAIS	AICO	UAIZSACOR	Voto en Blanco (Indígena)	Ganador	Votos Válidos (Afrodescendientes)	C. C. De La Comun. Negra De Tierra Baja Mi Territorio Ancestral	C.C. Ancestral De Comunidades Negras Playa Renaciente	C.C. De Comun. Negras Palenque Vda. Las Trescientas Y Mun. Galapa	C.C. De La Comunidad Negra De La Calle Larga Rio Dagua	C.C. De La Comunidad Negra De La Plata Bahía Málaga	C.C. De Los Corregimientos De San Antonio Y El Castillo	C.C. General Del Río Baudó Y Sus Afluentes "Acaba"	Consejo Comunitario Bocas Del Atrato Y Leoncito	Consejo Comunitario De Alejandro Duran Diaz	Consejo Comunitario De Comunidades Negras Obatala	Consejo Comunitario De Comunidades Negras Santo Domingo	Consejo Comunitario De La Comunidad Negra De Limones	Consejo Comunitario De Las Baras	Consejo Comunitario Del Rio Yurumangui	Consejo Comunitario Imbilpi Del Carmen	Consejo Comunitario La Mamuncia	Consejo Comunitario Los Andes	Consejo Comunitario Ma Kankamana De San Basilio De Palenque	Consejo Comunitario Mayor De Certegui	Consejo Comunitario Renacer Negro	Consejo Comunitario Tablon Salado	Consejo Comunitario Veredas Unidas Un Bien Común	Corporación Poder Ciudadano	Cuenca Del Rio Iscuande	Fund. Afrocolombiana Liberal De Desarrollo Social (Afrocodes)	Kusuto Magende Cokumalu De Luruaco	Todos Somos Colombia	Org. Social De Comunidades Negras "Nelson Mandela"	Voto en Blanco 	Votos Válidos (todas las circunscripciones)	Votos Inválidos	Tarjetones No Marcados	Nulos 	%Participación electoral 	%Abstención	%Alianza Verde	%Cambio Radical	%Centro Democrático	%Partido Conservador	%FARC	%Partido Liberal	%Opción Ciudadana	%MIRA	%Polo Democrático Alternativo	%Partido de la U	%Somos	%Unión Patriótica	%MAIS	%AICO	%ASI	%Todos Somos Colombia	%GSC Colombia Justa Libres	%GSC Movimiento de Integración Regional	%Coalición Verde-Polo	%Coalición Verde-Polo-UP	%Coalición Verde-Polo-ASI	%Coalición ASI-Verde-UP	%Coalición Lista de la Decencia (ASI-UP-MAIS)	%Coalición Lista de la Decencia (UP-MAIS)	%Voto en Blanco 	%Votos Válidos (Indigena)	%ANICOL	%Autoridad Tradicional Casiyouren	%Fundación Taita Zipa	%MAIS	%AICO	%UAIZSACOR	%Voto en Blanco (Indígena)	%Votos Válidos (Afrodescendientes)	%C. C. De La Comun. Negra De Tierra Baja Mi Territorio Ancestral	%C.C. Ancestral De Comunidades Negras Playa Renaciente	%C.C. De Comun. Negras Palenque Vda. Las Trescientas Y Mun. Galapa	%C.C. De La Comunidad Negra De La Calle Larga Rio Dagua	%C.C. De La Comunidad Negra De La Plata Bahía Málaga	%C.C. De Los Corregimientos De San Antonio Y El Castillo	%C.C. General Del Río Baudó Y Sus Afluentes "Acaba"	%Consejo Comunitario Bocas Del Atrato Y Leoncito	%Consejo Comunitario De Alejandro Duran Diaz	%Consejo Comunitario De Comunidades Negras Obatala	%Consejo Comunitario De Comunidades Negras Santo Domingo	%Consejo Comunitario De La Comunidad Negra De Limones	%Consejo Comunitario De Las Baras	%Consejo Comunitario Del Rio Yurumangui	%Consejo Comunitario Imbilpi Del Carmen	%Consejo Comunitario La Mamuncia	%Consejo Comunitario Los Andes	%Consejo Comunitario Ma Kankamana De San Basilio De Palenque	%Consejo Comunitario Mayor De Certegui	%Consejo Comunitario Renacer Negro	%Consejo Comunitario Tablon Salado	%Consejo Comunitario Veredas Unidas Un Bien Común	%Corporación Poder Ciudadano	%Cuenca Del Rio Iscuande	%Fund. Afrocolombiana Liberal De Desarrollo Social (Afrocodes)	%Kusuto Magende Cokumalu De Luruaco	%Todos Somos Colombia	%Org. Social De Comunidades Negras "Nelson Mandela"	%Voto en Blanco 	%Votos Válidos (todas las circunscripciones)	%Votos Inválidos	%Tarjetones No Marcados	%Nulos 
41615	Rivera	Huila	16577	8518	8059	Partido Liberal	7267		631	772	931		2056		482		1298	24	179			57				501						336	Voto en Blanco 	93	1	2	1	10	3	0	76	Voto en Blanco 	121	2	3	0	2	0	1	0	2	1	1	0	0	1	0	0	21	0	0	2	0	4	0	1	0	4	0	4	0	72	7481	1037	291	746	51.4%	48.6%	0.0%	8.7%	10.6%	12.8%	0.0%	28.3%	0.0%	6.6%	0.0%	17.9%	0.3%	2.5%	0.0%	0.0%	0.8%	0.0%	0.0%	0.0%	6.9%	0.0%	0.0%	0.0%	0.0%	0.0%	4.6%	1.1%	1.1%	2.2%	1.1%	10.8%	3.2%	0.0%	81.7%	1.4%	1.7%	2.5%	0.0%	1.7%	0.0%	0.8%	0.0%	1.7%	0.8%	0.8%	0.0%	0.0%	0.8%	0.0%	0.0%	17.4%	0.0%	0.0%	1.7%	0.0%	3.3%	0.0%	0.8%	0.0%	3.3%	0.0%	3.3%	0.0%	59.5%	87.8%	12.2%	3.4%	8.8%
41660	Saladoblanco	Huila	9066	4950	4116	Cambio Radical	4315		1148	957	884		485		36		370	11	51			26				252						95	Voto en Blanco 	28	0	0	1	3	0	0	24	Voto en Blanco 	39	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	11	0	0	2	0	0	2	0	0	1	0	1	0	17	4382	568	269	299	54.6%	45.4%	0.0%	26.6%	22.2%	20.5%	0.0%	11.2%	0.0%	0.8%	0.0%	8.6%	0.3%	1.2%	0.0%	0.0%	0.6%	0.0%	0.0%	0.0%	5.8%	0.0%	0.0%	0.0%	0.0%	0.0%	2.2%	0.6%	0.0%	0.0%	3.6%	10.7%	0.0%	0.0%	85.7%	0.8%	0.0%	0.0%	0.0%	2.6%	2.6%	5.1%	0.0%	0.0%	2.6%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	28.2%	0.0%	0.0%	5.1%	0.0%	0.0%	5.1%	0.0%	0.0%	2.6%	0.0%	2.6%	0.0%	43.6%	88.5%	11.5%	5.4%	6.0%
41668	San Agustín	Huila	23993	11169	12824	Cambio Radical	9370		1917	1294	1886		1106		299		1036	25	241			769				436						361	Voto en Blanco 	189	0	0	1	42	19	1	126	Voto en Blanco 	177	1	3	1	2	9	0	0	2	5	3	0	0	1	2	2	33	2	3	3	2	0	2	2	1	0	2	4	0	92	9736	1433	541	892	46.6%	53.4%	0.0%	20.5%	13.8%	20.1%	0.0%	11.8%	0.0%	3.2%	0.0%	11.1%	0.3%	2.6%	0.0%	0.0%	8.2%	0.0%	0.0%	0.0%	4.7%	0.0%	0.0%	0.0%	0.0%	0.0%	3.9%	1.7%	0.0%	0.0%	0.5%	22.2%	10.1%	0.5%	66.7%	1.6%	0.6%	1.7%	0.6%	1.1%	5.1%	0.0%	0.0%	1.1%	2.8%	1.7%	0.0%	0.0%	0.6%	1.1%	1.1%	18.6%	1.1%	1.7%	1.7%	1.1%	0.0%	1.1%	1.1%	0.6%	0.0%	1.1%	2.3%	0.0%	52.0%	87.2%	12.8%	4.8%	8.0%
41676	Santa María	Huila	8131	3925	4206	Partido Conservador	3471		348	836	1350		354		70		268	4	58			11				98						74	Voto en Blanco 	48	0	0	0	13	4	1	30	Voto en Blanco 	31	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	22	3550	375	154	221	48.3%	51.7%	0.0%	10.0%	24.1%	38.9%	0.0%	10.2%	0.0%	2.0%	0.0%	7.7%	0.1%	1.7%	0.0%	0.0%	0.3%	0.0%	0.0%	0.0%	2.8%	0.0%	0.0%	0.0%	0.0%	0.0%	2.1%	1.2%	0.0%	0.0%	0.0%	27.1%	8.3%	2.1%	62.5%	0.8%	0.0%	0.0%	0.0%	3.2%	0.0%	0.0%	0.0%	0.0%	6.5%	0.0%	0.0%	3.2%	0.0%	0.0%	0.0%	9.7%	3.2%	0.0%	0.0%	3.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	71.0%	90.4%	9.6%	3.9%	5.6%
41770	Suaza	Huila	12350	5482	6868	Partido Conservador	4508		628	753	828		521		157		745	16	60			18				635						147	Voto en Blanco 	81	0	0	0	8	13	0	60	Voto en Blanco 	93	1	2	0	1	0	0	0	0	5	2	0	1	1	1	1	22	1	0	2	1	3	1	0	1	2	0	1	0	44	4682	800	313	487	44.4%	55.6%	0.0%	13.9%	16.7%	18.4%	0.0%	11.6%	0.0%	3.5%	0.0%	16.5%	0.4%	1.3%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	14.1%	0.0%	0.0%	0.0%	0.0%	0.0%	3.3%	1.5%	0.0%	0.0%	0.0%	9.9%	16.0%	0.0%	74.1%	1.7%	1.1%	2.2%	0.0%	1.1%	0.0%	0.0%	0.0%	0.0%	5.4%	2.2%	0.0%	1.1%	1.1%	1.1%	1.1%	23.7%	1.1%	0.0%	2.2%	1.1%	3.2%	1.1%	0.0%	1.1%	2.2%	0.0%	1.1%	0.0%	47.3%	85.4%	14.6%	5.7%	8.9%
41791	Tarqui	Huila	11710	6564	5146	Partido Conservador	5875		1117	409	1829		1299		88		531	28	64			15				309						186	Voto en Blanco 	58	0	0	0	1	1	0	56	Voto en Blanco 	53	0	1	0	0	0	0	0	0	1	1	0	0	2	1	0	3	0	0	1	0	0	2	0	0	0	0	4	0	37	5986	578	210	368	56.1%	43.9%	0.0%	19.0%	7.0%	31.1%	0.0%	22.1%	0.0%	1.5%	0.0%	9.0%	0.5%	1.1%	0.0%	0.0%	0.3%	0.0%	0.0%	0.0%	5.3%	0.0%	0.0%	0.0%	0.0%	0.0%	3.2%	0.9%	0.0%	0.0%	0.0%	1.7%	1.7%	0.0%	96.6%	0.8%	0.0%	1.9%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.9%	1.9%	0.0%	0.0%	3.8%	1.9%	0.0%	5.7%	0.0%	0.0%	1.9%	0.0%	0.0%	3.8%	0.0%	0.0%	0.0%	0.0%	7.5%	0.0%	69.8%	91.2%	8.8%	3.2%	5.6%
41797	Tesalia	Huila	8025	4125	3900	Partido de la U	3489		527	598	723		284		61		897	10	30			5				131						223	Voto en Blanco 	75	0	2	0	10	1	1	61	Voto en Blanco 	74	0	0	0	0	6	0	0	1	12	0	0	0	0	0	0	2	1	1	2	0	0	2	0	0	0	1	1	0	45	3638	487	173	314	51.4%	48.6%	0.0%	15.1%	17.1%	20.7%	0.0%	8.1%	0.0%	1.7%	0.0%	25.7%	0.3%	0.9%	0.0%	0.0%	0.1%	0.0%	0.0%	0.0%	3.8%	0.0%	0.0%	0.0%	0.0%	0.0%	6.4%	1.8%	0.0%	2.7%	0.0%	13.3%	1.3%	1.3%	81.3%	1.8%	0.0%	0.0%	0.0%	0.0%	8.1%	0.0%	0.0%	1.4%	16.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.7%	1.4%	1.4%	2.7%	0.0%	0.0%	2.7%	0.0%	0.0%	0.0%	1.4%	1.4%	0.0%	60.8%	88.2%	11.8%	4.2%	7.6%
41799	Tello	Huila	10983	5180	5803	Partido de la U	4477		836	350	258		1118		334		1254	34	73			20				91						109	Voto en Blanco 	50	1	0	0	10	0	1	38	Voto en Blanco 	52	0	0	0	2	1	3	0	0	3	0	0	0	0	0	0	15	0	0	1	0	1	1	0	0	0	1	2	1	21	4579	601	214	387	47.2%	52.8%	0.0%	18.7%	7.8%	5.8%	0.0%	25.0%	0.0%	7.5%	0.0%	28.0%	0.8%	1.6%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	2.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.4%	1.0%	2.0%	0.0%	0.0%	20.0%	0.0%	2.0%	76.0%	1.0%	0.0%	0.0%	0.0%	3.8%	1.9%	5.8%	0.0%	0.0%	5.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	28.8%	0.0%	0.0%	1.9%	0.0%	1.9%	1.9%	0.0%	0.0%	0.0%	1.9%	3.8%	1.9%	40.4%	88.4%	11.6%	4.1%	7.5%
41801	Teruel	Huila	6690	3800	2890	Partido Conservador	3515		631	254	1518		445		261		217	6	22			4				81						76	Voto en Blanco 	24	0	0	0	2	1	0	21	Voto en Blanco 	8	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	3547	253	79	174	56.8%	43.2%	0.0%	18.0%	7.2%	43.2%	0.0%	12.7%	0.0%	7.4%	0.0%	6.2%	0.2%	0.6%	0.0%	0.0%	0.1%	0.0%	0.0%	0.0%	2.3%	0.0%	0.0%	0.0%	0.0%	0.0%	2.2%	0.6%	0.0%	0.0%	0.0%	8.3%	4.2%	0.0%	87.5%	0.2%	0.0%	0.0%	0.0%	0.0%	0.0%	25.0%	0.0%	0.0%	12.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	12.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	50.0%	93.3%	6.7%	2.1%	4.6%
41807	Timaná	Huila	15460	7882	7578	Partido Liberal	6813		426	1220	1215		1991		217		1200	28	69			26				220						201	Voto en Blanco 	105	0	1	1	11	17	0	75	Voto en Blanco 	102	1	4	0	0	0	1	1	0	2	3	2	23	0	0	1	14	2	1	2	0	0	0	1	0	0	2	4	0	38	7020	862	357	505	51.0%	49.0%	0.0%	6.3%	17.9%	17.8%	0.0%	29.2%	0.0%	3.2%	0.0%	17.6%	0.4%	1.0%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	3.2%	0.0%	0.0%	0.0%	0.0%	0.0%	3.0%	1.3%	0.0%	1.0%	1.0%	10.5%	16.2%	0.0%	71.4%	1.3%	1.0%	3.9%	0.0%	0.0%	0.0%	1.0%	1.0%	0.0%	2.0%	2.9%	2.0%	22.5%	0.0%	0.0%	1.0%	13.7%	2.0%	1.0%	2.0%	0.0%	0.0%	0.0%	1.0%	0.0%	0.0%	2.0%	3.9%	0.0%	37.3%	89.1%	10.9%	4.5%	6.4%
41872	Villavieja	Huila	6595	3711	2884	Partido Conservador	3194		616	108	938		469		41		738	5	51			4				114						110	Voto en Blanco 	27	1	0	0	0	1	0	25	Voto en Blanco 	31	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	25	3252	459	138	321	56.3%	43.7%	0.0%	19.3%	3.4%	29.4%	0.0%	14.7%	0.0%	1.3%	0.0%	23.1%	0.2%	1.6%	0.0%	0.0%	0.1%	0.0%	0.0%	0.0%	3.6%	0.0%	0.0%	0.0%	0.0%	0.0%	3.4%	0.7%	3.7%	0.0%	0.0%	0.0%	3.7%	0.0%	92.6%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.2%	0.0%	3.2%	6.5%	0.0%	0.0%	3.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.2%	0.0%	0.0%	80.6%	87.6%	12.4%	3.7%	8.6%
41885	Yaguará	Huila	6773	3343	3430	Partido de la U	2730		355	472	437		257		63		703	30	53			13				146						201	Voto en Blanco 	81	0	0	0	5	0	0	76	Voto en Blanco 	77	0	1	2	0	1	0	0	1	1	0	1	0	0	1	0	10	0	0	0	0	0	0	1	0	0	0	1	0	57	2888	455	100	355	49.4%	50.6%	0.0%	13.0%	17.3%	16.0%	0.0%	9.4%	0.0%	2.3%	0.0%	25.8%	1.1%	1.9%	0.0%	0.0%	0.5%	0.0%	0.0%	0.0%	5.3%	0.0%	0.0%	0.0%	0.0%	0.0%	7.4%	2.4%	0.0%	0.0%	0.0%	6.2%	0.0%	0.0%	93.8%	2.3%	0.0%	1.3%	2.6%	0.0%	1.3%	0.0%	0.0%	1.3%	1.3%	0.0%	1.3%	0.0%	0.0%	1.3%	0.0%	13.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.3%	0.0%	0.0%	0.0%	1.3%	0.0%	74.0%	86.4%	13.6%	3.0%	10.6%
44001	Riohacha	La Guajira	116003	54248	61755	Partido Conservador	44148		2521	2119	12729		10013		1383	824	11873		1520													1166	Voto en Blanco 	2109	89	149	1	625	713	19	513	Voto en Blanco 	815	3	8	44	9	12	6	9	7	51	10	4	5	7	25	5	127	21	11	21	18	5	12	13	2	3	8	19	12	338	47072	7176	1876	5300	46.8%	53.2%	0.0%	5.7%	4.8%	28.8%	0.0%	22.7%	0.0%	3.1%	1.9%	26.9%	0.0%	3.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.6%	3.9%	4.2%	7.1%	0.0%	29.6%	33.8%	0.9%	24.3%	1.5%	0.4%	1.0%	5.4%	1.1%	1.5%	0.7%	1.1%	0.9%	6.3%	1.2%	0.5%	0.6%	0.9%	3.1%	0.6%	15.6%	2.6%	1.3%	2.6%	2.2%	0.6%	1.5%	1.6%	0.2%	0.4%	1.0%	2.3%	1.5%	41.5%	86.8%	13.2%	3.5%	9.8%
44035	Albania	La Guajira	16839	8764	8075	Partido de la U	6988		324	262	1474		1316		115	262	3051		62													122	MAIS	265	3	6	3	145	22	2	84	Voto en Blanco 	137	2	2	3	2	4	4	1	4	12	3	0	0	1	2	0	19	6	1	3	2	1	6	0	1	1	3	2	1	51	7390	1374	380	994	52.0%	48.0%	0.0%	4.6%	3.7%	21.1%	0.0%	18.8%	0.0%	1.6%	3.7%	43.7%	0.0%	0.9%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.7%	3.0%	1.1%	2.3%	1.1%	54.7%	8.3%	0.8%	31.7%	1.6%	1.5%	1.5%	2.2%	1.5%	2.9%	2.9%	0.7%	2.9%	8.8%	2.2%	0.0%	0.0%	0.7%	1.5%	0.0%	13.9%	4.4%	0.7%	2.2%	1.5%	0.7%	4.4%	0.0%	0.7%	0.7%	2.2%	1.5%	0.7%	37.2%	84.3%	15.7%	4.3%	11.3%
44078	Barrancas	La Guajira	24428	13846	10582	Partido Conservador	12281		479	101	5396		1679		68	124	4226		63													145	MAIS	165	3	2	1	87	2	2	68	Voto en Blanco 	103	0	6	0	1	1	1	1	1	2	1	0	0	0	0	2	12	15	0	8	3	0	2	1	0	3	0	2	3	38	12549	1297	339	958	56.7%	43.3%	0.0%	3.9%	0.8%	43.9%	0.0%	13.7%	0.0%	0.6%	1.0%	34.4%	0.0%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.2%	1.2%	1.8%	1.2%	0.6%	52.7%	1.2%	1.2%	41.2%	0.7%	0.0%	5.8%	0.0%	1.0%	1.0%	1.0%	1.0%	1.0%	1.9%	1.0%	0.0%	0.0%	0.0%	0.0%	1.9%	11.7%	14.6%	0.0%	7.8%	2.9%	0.0%	1.9%	1.0%	0.0%	2.9%	0.0%	1.9%	2.9%	36.9%	90.6%	9.4%	2.4%	6.9%
44090	Dibulla	La Guajira	21807	10164	11643	Partido de la U	8872		412	185	2163		1875		335	111	3595		56													140	Voto en Blanco 	103	1	0	1	19	20	6	56	Voto en Blanco 	115	0	1	4	1	0	0	1	0	30	1	0	1	1	7	1	1	0	1	5	3	1	2	26	1	1	1	2	0	23	9090	1074	366	708	46.6%	53.4%	0.0%	4.6%	2.1%	24.4%	0.0%	21.1%	0.0%	3.8%	1.3%	40.5%	0.0%	0.6%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.6%	1.0%	1.0%	0.0%	1.0%	18.4%	19.4%	5.8%	54.4%	1.1%	0.0%	0.9%	3.5%	0.9%	0.0%	0.0%	0.9%	0.0%	26.1%	0.9%	0.0%	0.9%	0.9%	6.1%	0.9%	0.9%	0.0%	0.9%	4.3%	2.6%	0.9%	1.7%	22.6%	0.9%	0.9%	0.9%	1.7%	0.0%	20.0%	89.4%	10.6%	3.6%	7.0%
44098	Distracción	La Guajira	8961	5645	3316	Partido de la U	4991		299	45	1336		508		15	25	2673		45													45	MAIS	122	0	4	1	89	2	2	24	Voto en Blanco 	69	0	18	2	0	1	0	0	0	17	1	0	1	2	0	0	1	1	0	1	1	1	1	0	1	1	1	0	0	18	5182	463	109	354	63.0%	37.0%	0.0%	6.0%	0.9%	26.8%	0.0%	10.2%	0.0%	0.3%	0.5%	53.6%	0.0%	0.9%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.9%	2.2%	0.0%	3.3%	0.8%	73.0%	1.6%	1.6%	19.7%	1.2%	0.0%	26.1%	2.9%	0.0%	1.4%	0.0%	0.0%	0.0%	24.6%	1.4%	0.0%	1.4%	2.9%	0.0%	0.0%	1.4%	1.4%	0.0%	1.4%	1.4%	1.4%	1.4%	0.0%	1.4%	1.4%	1.4%	0.0%	0.0%	26.1%	91.8%	8.2%	1.9%	6.3%
44110	El Molino	La Guajira	7375	5028	2347	Partido Liberal	4458		464	49	886		1488		9	20	1483		20													39	Voto en Blanco 	34	0	4	1	8	6	3	12	Voto en Blanco 	49	0	0	0	1	0	0	0	0	21	0	0	0	0	0	0	1	0	7	3	1	1	0	5	0	0	0	2	2	5	4541	487	110	377	68.2%	31.8%	0.0%	10.4%	1.1%	19.9%	0.0%	33.4%	0.0%	0.2%	0.4%	33.3%	0.0%	0.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.9%	0.7%	0.0%	11.8%	2.9%	23.5%	17.6%	8.8%	35.3%	1.0%	0.0%	0.0%	0.0%	2.0%	0.0%	0.0%	0.0%	0.0%	42.9%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.0%	0.0%	14.3%	6.1%	2.0%	2.0%	0.0%	10.2%	0.0%	0.0%	0.0%	4.1%	4.1%	10.2%	90.3%	9.7%	2.2%	7.5%
44279	Fonseca	La Guajira	27266	14265	13001	Partido de la U	11864		600	190	3623		1909		102	160	4683		292													305	MAIS	734	1	5	2	570	17	2	137	Voto en Blanco 	282	1	62	3	1	5	2	9	2	12	3	2	0	1	7	3	17	3	1	14	4	1	3	23	1	2	0	4	3	93	12880	1385	358	1027	52.3%	47.7%	0.0%	5.1%	1.6%	30.5%	0.0%	16.1%	0.0%	0.9%	1.3%	39.5%	0.0%	2.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.6%	5.1%	0.1%	0.7%	0.3%	77.7%	2.3%	0.3%	18.7%	2.0%	0.4%	22.0%	1.1%	0.4%	1.8%	0.7%	3.2%	0.7%	4.3%	1.1%	0.7%	0.0%	0.4%	2.5%	1.1%	6.0%	1.1%	0.4%	5.0%	1.4%	0.4%	1.1%	8.2%	0.4%	0.7%	0.0%	1.4%	1.1%	33.0%	90.3%	9.7%	2.5%	7.2%
44378	Hatonuevo	La Guajira	14571	7446	7125	Partido de la U	6419		430	105	2057		1000		34	77	2582		44													90	Voto en Blanco 	134	2	2	0	57	9	2	62	Voto en Blanco 	115	0	33	0	4	0	0	0	0	1	0	1	2	0	3	0	11	2	0	3	2	2	1	1	0	0	3	0	0	46	6668	778	238	540	51.1%	48.9%	0.0%	6.7%	1.6%	32.0%	0.0%	15.6%	0.0%	0.5%	1.2%	40.2%	0.0%	0.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.4%	1.8%	1.5%	1.5%	0.0%	42.5%	6.7%	1.5%	46.3%	1.5%	0.0%	28.7%	0.0%	3.5%	0.0%	0.0%	0.0%	0.0%	0.9%	0.0%	0.9%	1.7%	0.0%	2.6%	0.0%	9.6%	1.7%	0.0%	2.6%	1.7%	1.7%	0.9%	0.9%	0.0%	0.0%	2.6%	0.0%	0.0%	40.0%	89.6%	10.4%	3.2%	7.3%
44420	La Jagua del Pilar	La Guajira	4059	2656	1403	Partido de la U	2284		67	15	422		203		2	7	1535		8													25	MAIS	72	0	1	0	47	17	0	7	Voto en Blanco 	50	1	0	1	0	0	0	0	1	35	1	0	0	0	0	0	4	0	2	1	0	0	0	0	0	0	0	1	0	3	2406	250	60	190	65.4%	34.6%	0.0%	2.9%	0.7%	18.5%	0.0%	8.9%	0.0%	0.1%	0.3%	67.2%	0.0%	0.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.1%	2.7%	0.0%	1.4%	0.0%	65.3%	23.6%	0.0%	9.7%	1.9%	2.0%	0.0%	2.0%	0.0%	0.0%	0.0%	0.0%	2.0%	70.0%	2.0%	0.0%	0.0%	0.0%	0.0%	0.0%	8.0%	0.0%	4.0%	2.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.0%	0.0%	6.0%	90.6%	9.4%	2.3%	7.2%
44430	Maicao	La Guajira	122621	52352	70269	Partido Liberal	42230		2081	943	6974		17084		510	620	12663		580													775	Voto en Blanco 	1338	57	252	7	196	420	29	377	Voto en Blanco 	761	6	28	18	14	7	7	3	6	222	2	2	4	9	7	9	38	3	28	22	9	2	11	17	5	9	6	15	10	242	44329	8023	1975	6048	42.7%	57.3%	0.0%	4.9%	2.2%	16.5%	0.0%	40.5%	0.0%	1.2%	1.5%	30.0%	0.0%	1.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.8%	2.6%	4.3%	18.8%	0.5%	14.6%	31.4%	2.2%	28.2%	1.5%	0.8%	3.7%	2.4%	1.8%	0.9%	0.9%	0.4%	0.8%	29.2%	0.3%	0.3%	0.5%	1.2%	0.9%	1.2%	5.0%	0.4%	3.7%	2.9%	1.2%	0.3%	1.4%	2.2%	0.7%	1.2%	0.8%	2.0%	1.3%	31.8%	84.7%	15.3%	3.8%	11.6%
44560	Manaure	La Guajira	54042	23099	30943	Partido Conservador	18454		970	167	8760		2123		239	120	5753		160													162	Voto en Blanco 	436	8	38	4	106	179	7	94	Voto en Blanco 	169	0	7	3	10	6	5	4	3	15	4	0	0	1	2	2	13	4	0	11	4	4	4	3	2	3	3	5	10	41	19059	4040	1391	2649	42.7%	57.3%	0.0%	5.3%	0.9%	47.5%	0.0%	11.5%	0.0%	1.3%	0.7%	31.2%	0.0%	0.9%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.9%	1.9%	1.8%	8.7%	0.9%	24.3%	41.1%	1.6%	21.6%	0.7%	0.0%	4.1%	1.8%	5.9%	3.6%	3.0%	2.4%	1.8%	8.9%	2.4%	0.0%	0.0%	0.6%	1.2%	1.2%	7.7%	2.4%	0.0%	6.5%	2.4%	2.4%	2.4%	1.8%	1.2%	1.8%	1.8%	3.0%	5.9%	24.3%	82.5%	17.5%	6.0%	11.5%
